name,level,score,count,chapters,firstChapter,lastChapter,regionLabel,aliases,contextSample
毛六,confirmed,152.26,23,16,1092,2272,北原,毛六 / 毛六啊 / 毛六的话 / 对毛六,下。他脸色忽的一板，双眼锐利如刀，逼视毛六，眼中露出滚滚杀意，寒声道：“毛六，你好大的胆子！你刚刚说的话，可是当真？若是当真，我即刻就将你交给太上大
商睚眦,confirmed,152.18,9,6,270,319,南疆,商睚眦 / 传来商睚眦 / 商睚眦的,年轻蛊师，老者连忙跪倒在地。“你有何事？”这年轻人便是商家少主之一，名为商睚眦。他年仅十八，正是青春年华，但他长期耽于酒色，面庞消瘦，肤色苍白，双眼无
薄青,confirmed,151.16,23,13,972,1654,中洲,薄青 / 到薄青的剑 / 薄青的剑,堂中众仙已经谈论到凤九歌最后的血字遗言。“凤九歌临死之前，在手中书写了‘薄青’二字，究竟想表达什么意思？”“在我看来，这个线索相当重要。想必是凤九歌
房功,confirmed,151.0,25,15,1549,2293,西漠,房功,碧光，紧急治疗自己。至于他的防御杀招挫厚木身家，直接被这老汉一拳打碎！“房功，你身为房家太上大长老，八转修为，居然伪装偷袭！这种事情，亏你也做得出来
万紫红,confirmed,150.72,21,13,1737,2363,中洲,万紫红 / 万紫红的木,万紫红却是曾经祸乱西漠的大魔头，被天庭招安，吸纳进来的。张飞熊、顾六如、万紫红……一位又一位的天庭蛊仙，从仙墓中苏醒过来。一时间，双方人数差距急速拉大
百足天君,confirmed,149.94,12,9,781,2282,北原,百足天君 / 到百足天君 / 对百足天君,择日不如撞日，不如就在今天畅谈一番，如何？”“哈哈，这话正是我想说的。”百足天君大笑。当即，药皇抛出仙蛊屋药庐，邀请在场的诸位蛊仙参加。最终绝大多数的超
鹤风扬,confirmed,149.5,15,6,219,720,中洲,鹤风扬 / 对鹤风扬 / 就从鹤风扬 / 杀鹤风扬的 / 荡着鹤风扬 / 让鹤风扬 / 鹤风扬的蛊仙,料。“要求五百万块元石？可以！别说是五百万，就是一千万，五千万也给得。”鹤风扬冷笑着。到了蛊仙这一层次，注重的是仙元。元石要多少有多少，根本不在意。“
白相,confirmed,149.2,40,12,1053,2087,南疆,白相 / 对白相 / 是让白相 / 让白相,是气相，那么其余四相又是哪些？”戚荷又问道。戚灾知无不言：“气相、泥相、白相、血相、吃相，合称为巡天五相。我接下来要去的地方，正是泥相后代的一处所在
贺狼子,confirmed,148.14,17,12,768,997,北原,贺狼子 / 便对贺狼子,怒，大声吼道：“天锣仙蛊！哼，这只仙蛊原来是我的，结果被贺狼子强抢了去。贺狼子，你给我出来！”“出来就出来，我怕你不成？”从一间密室中，贺狼子带着狞笑
任修平,confirmed,147.92,16,12,1174,2007,东海,任修平 / 到了任修平 / 源对任修平 / 问任修平,阴沉。这座无人的小岛，在偌大的东海中极不起眼，但此刻却潜藏着四位蛊仙。“任修平，你欺人太甚！”庙明神低吼一声，双眼通红，身上带着伤势，流露出浓重的愤怒
宋启元,confirmed,146.66,18,11,1712,1952,东海,宋启元,龙公微笑道：“不愧是龙公前辈，能看得破我的伪装。”龙公皱起眉头，冷笑：“宋启元，你乃是宋家堂堂的太上大长老，八转的修为，居然行这偷袭之事？”来者正是宋
房云,confirmed,146.44,17,11,1526,2128,西漠,房云,，终于还是下定了决心。“也罢，就让你们死心，看看我掌中的这只蛊是什么！”房云、房棱顿时抬眼望去，便见败军老鬼的手中，有一只瓢虫似的蛊。这只蛊宛若蓝宝
古月博,confirmed,144.52,16,10,66,199,南疆,古月博 / 古月博的 / 就连古月博 / 源对古月博 / 看向古月博,一转期间，在方源的压迫下，其他学员都翻不了身。”“那就让他们翻不了身！”古月博冷哼一声，流露出一丝上位者的大气和冷酷，“这点挫折算什么？比死亡更可怕吗
车尾,confirmed,144.36,18,12,1739,2364,中洲,车尾 / 车尾的兵,中。但五行大法师屹立不倒，遭受着重重攻势，他仍旧有着闲情雅致：“了不起，车尾，你似乎要开创一个新的流派，这些杀招都很有新意。但是没有用的，我的五行环
陈鑫,confirmed,144.06,3,2,242,260,待考,陈鑫 / 陈鑫啊,我有两个后生，搞了些小买卖……”老村长还未说完，陈蛊师就突然高喊一声，“陈鑫，你个小子在瞎晃悠什么呢？赶紧去给翼蛇喂食去。你指望那些家奴能喂好？你那
皮水寒,confirmed,142.88,19,11,799,1727,北原,皮水寒 / 和皮水寒 / 重宝皮水寒,心算无心之下，竟然真叫他们三个，第一顺位靠近传送蛊阵。他们三位速度极快，皮水寒、自在书生等人，也来不及阻挡，只能眼睁睁地看着三英落到埋设蛊阵的地面上。
古月赤练,confirmed,142.16,13,9,12,163,南疆,古月赤练 / 到古月赤练,已经荡漾起笑意，又挑衅地看了一眼自己的老对头：“怎么样，我的孙儿不差吧，古月赤练。”家老古月赤练一头红发，此时冷哼一声，并未答话，脸色阴沉得很是难看。半
自在书生,confirmed,141.6,5,5,768,1127,北原,自在书生,我这里正巧有一只，名为魔鼬皮。催用之后，可将人皮尽皆变成心魔鼬的皮毛。”自在书生的声音，忽然从单间中传出来。心魔鼬乃是荒兽，身上通常寄生着智道蛊虫。魔鼬
庙明神,confirmed,141.56,18,8,1317,1934,东海,庙明神 / 便向庙明神 / 和庙明神 / 时庙明神 / 看向庙明神 / 着的庙明神,友，这一次交易会后，咱们好好聊聊。我有些东西，想要你出手推算。”交谈中，庙明神道。“不会是那柳贯一吧？我最近可是接了不少仙友的请求，都是为此人而来。”
洪易,confirmed,141.4,15,13,691,1969,待考,洪易,中暗下决心。与此同时，远处的方源也是双眼骤然一亮，口中喃喃：“发现你了，洪易。”这洪易运气不输给韩立，也是五域大战时期，涌现出来的七转传奇。他力道、
夏槎,confirmed,140.68,14,8,1621,1919,南疆,夏槎 / 夏槎的宙,天而降，落到陆畏因的身后。为首的老妪正是宙道八转大能，夏家太上大长老——夏槎！“方源就在此处，落窍开门，吞吸天地二气，并且……他还再次渡了一场灾劫。
魏央,confirmed,139.64,12,10,272,372,南疆,魏央 / 是魏央,中，彩色的烟雾在商燕飞的面前缭绕升腾，如实同步地显现出方白二人的景象。“魏央，这两人你怎么看？”商燕飞坐着，考较一旁站着的心腹。魏央沉吟道：“依属下
苏琪涵,confirmed,139.52,11,3,1892,2148,中洲,苏琪涵 / 何苏琪涵 / 奈何苏琪涵,十大才子中我们已经挑选出了八个，接下来的两个，我们随便选选不就行了么。”苏琪涵摇头：“你不懂。挑选十大才子的事情，不只是圣旨，还关乎我苏家将来的兴盛。
马尊,confirmed,138.16,13,9,449,1347,北原,马尊 / 马尊的死,完全被这个男人玩弄于鼓掌之间。”“此人的驭兽术，足以媲美江暴牙，杨破樱，马尊。当今北原又出现了一位一流奴道强者！”“如果他麾下的狼群再强大几倍，他甚
古月药红,confirmed,137.92,1,1,90,90,南疆,古月药红的女,员早已经定下来了。”青发男蛊师笑道。“就是那个叫做方正的甲等天才？”叫做古月药红的女蛊师“切”了一声，不满地道，“族长的意思，不就是让我们小组当保姆么！”“
张阴,confirmed,137.72,11,9,1712,2050,东海,张阴,整的仙道杀招，充沛的修行资源。这三位正道八转联手，绝对胜过容婆、扬子河、张阴、石淼四人。但仍旧不是龙公的对手。龙公太凶猛了，直至现在，他都只是施展变
李然,confirmed,137.28,14,6,288,297,南疆,李然 / 在李然,，被掌柜的一干扰，小师傅们手忙脚乱，令中年蛊师选的好几颗石头都损坏了。“李然，你别叫。你出的元石，本店如数奉还给你。”掌柜的喝道。那中年蛊师胡子拉碴
古月药姬,confirmed,136.84,12,6,85,179,南疆,古月药姬,博坐在主位上，其余十多位家老，则依次坐在两排，他们的脸上都压抑着愤怒。“古月药姬，你是我们家族的第一治疗蛊师，我问你方正的情况如何了？”族长古月博问向其
古月青书,confirmed,136.84,12,6,147,2086,南疆,古月青书,时候，方源的实力竟然这么强大了？”众人对此难以接受。……方源转过拐角。“古月青书！”当他看到青书小组五人的身影时，心头也不禁一震。“看来这次是我赌赢了，
古月一代,confirmed,136.4,10,6,192,861,南疆,古月一代,色，仿佛印记，他布置了数十只。真正起作用的，却还是他信手布置的第一只。“古月一代，我知道你没有死。你潜藏了近千年，布下这个局，可惜到如今，要功亏一篑了。
巴十八,confirmed,136.4,10,6,1748,2318,南疆,巴十八 / 经将巴十八,从容笑道：“这是我新创的命运歌。”正是凤九歌！“哼，命运？好大的口气。”巴十八冷哼。“难以置信！这首命运歌居然救下了我的命。”陈衣的欢呼声传来，他只剩
寒灰仙姑,confirmed,136.28,4,2,1991,2052,太古黑天,寒灰仙姑,去了。我是专程等你一起进去，否则单凭我一位人族八转，可要遭受不少排挤。”寒灰仙姑点头，面露凝重之色：“此次我等会晤，乃是冰晶仙王一力联络沟通。他本就是雪
毛十二,confirmed,136.24,12,8,903,2330,北原,毛十二 / 毛十二啊 / 毛十二的,十七节：虎头蛇尾的攻防战琅琊地灵脸色剧变，难以置信地看着眼前的这一幕。“毛十二，毛十三，你们俩怎么回事？”毛民蛊仙们又惊又怒，其中一位大声喝骂。“你们
石宗,confirmed,136.08,14,10,1480,2321,待考,石宗,就是我石人一族不可分割的地盘。这是我石人一族的底线，还请雪民一族理解！”石宗的声音很大，声音在房间中回响。参与谈判的石人蛊仙们，都是神情冷峻。而雪民
万象星君,confirmed,135.96,8,6,681,870,中洲,万象星君 / 去万象星君 / 对万象星君,出售星萤蛊，而且还出售星镖蛊、星火蛊、流星天陨蛊、星河蛊等等。显而易见，万象星君的福地盛产星道凡蛊，他售卖这些蛊虫创收。即便不是星道蛊仙，也往往购买一些
熊力,confirmed,135.74,7,6,129,249,南疆,熊力,人吗？”熊林顿时看直了眼。“哼，就凭他……”阴测测的熊姜不屑地撇撇嘴。“熊力！”“赤山。”两支小组距离缩短到五十步，两位组长照面，眼神锐利似在半空中
张柱,confirmed,135.52,6,6,246,253,南疆,张柱,现了方源。方源瘫坐在地上，一把鼻涕一把泪。“快滚。再不滚，我就杀了你！”张柱低喝一声，他对方源印象很不好。“张柱叔……”这时，商心慈和丫鬟走了过来。
商青青,confirmed,134.58,4,1,1129,1179,南疆,商青青 / 商青青的 / 商青青的蛊师,有春秋蝉的重生之人。这并不是什么大事，也没有什么算计阴谋被他埋伏下来。”商青青道。商贪墨点点头：“那我放心了，不过，外面那帮人该怎么和他们解释？”商青
容婆,confirmed,134.32,11,7,1710,2050,东海,容婆,龙公身后，他身着黑袍，看不见容貌，默不作声，宛若幽魂漂浮而来阴气十足。“容婆、扬子河、石淼还有张阴，你们都是东海蛊仙界中的散仙、魔仙，辛辛苦苦修行到
古月漠尘,confirmed,133.82,6,5,29,183,南疆,古月漠尘 / 在古月漠尘,质的方源。所以漠北少爷丧失了兴趣，也是难怪了。”“哼！你不要为他开脱。”古月漠尘冷哼一声，脸色严肃，语气如铁，“蛊师修行步步艰辛，这点小挫折算得了什么？
池伤,confirmed,133.28,14,6,1349,2104,南疆,池伤 / 对池伤的阵 / 池伤的 / 池伤的信,也不来，连吃饭喝茶都不香了。“这个武遗海到底再搞什么鬼？”池伤嘟囔着。“池伤仙友，刚刚说什么？”酒宴上，罗家蛊仙不解地问道。池伤缓过神来，这才发觉自己还
曾落子,confirmed,133.0,10,4,1672,1925,东海,曾落子 / 曾落子的信,、蜂将、花蝶女仙三人，但此次安排他却未告知他们，因此这三人都是本色出演。曾落子、土头驮、童画三仙，庙明神日常也多有接触，算得上知根知底，他们三位皆是东
卫德馨,confirmed,132.62,11,6,338,2152,南疆,卫德馨 / 问卫德馨,第一百三十一节：卫德馨第一百三十一节：卫德馨“这……方正大人，您真的确定要买下他们？”负责的蛊师语气迟疑地道。“怎么
乔志材,confirmed,132.4,10,6,1360,1404,南疆,乔志材 / 对乔志材,句、戎豪的尸首后，武庸也楞了一下。“木像杀？”他眼眸猛地缩成针尖大小，“乔志材？”片刻之后，乔家蛊仙乔志材拼命赶到了现场。血潮天坑已经被重新镇压，在被
宋亦诗,confirmed,132.34,7,4,914,2129,东海,宋亦诗 / 打趣宋亦诗 / 是从宋亦诗,：杀人扬长去天空中，一场追击战正在上演。轰轰轰！剧烈的炸响声，接连不断。宋亦诗、姚葛辟二人不断出手，但碍于距离，方源又像是涂了油的泥鳅，滑不留手，尽展
萧芒,confirmed,132.18,9,6,402,1057,南疆,萧芒,家蛊师感慨地道。“要是我族的老族长现身，何惧区区犬群？”铁家四老冷哼。“萧芒大人，局面得不到任何进展，还有魔道蛊师在一旁看笑话。接下来该如何是好呢？”正
武八重,confirmed,131.96,8,6,2009,2253,南疆,武八重 / 庸对武八重,道又要隆昌了。这里面的气功果，真有这样的良效？”武庸感叹了一句后，又问。武八重道：“目前已经有不少蛊仙运用过，确实如此。此果乃是气道结晶，五气调和，非
常极右,confirmed,131.74,7,6,546,603,北原,常极右 / 光让常极右,只有等到王庭之争结束之后，再去探索。在方源修行的时候，常飚带领着倪雪彤、常极右，来到大蜥屋蛊的门前。“在下常飚，被狼王大人召见。”常飚声音低沉，态度恭
易酒仙姑,confirmed,130.84,2,2,1851,1867,待考,易酒仙姑,侣。这两人乃是夫妻，中洲历史上有名的散仙大能。男子名号绿蚁居士，女子名为易酒仙姑，他们俩自小就青梅竹马，两小无猜。本来是凡人，但各有仙缘。因为一场灾害，
萧山,confirmed,130.7,10,5,980,1020,南疆,萧山 / 萧山的话,第三百一十四节：萧山、萧芒第三百一十四节：萧山、萧芒落天河底，仙僵薄青转动双眸，无情的目光淡
武独秀,confirmed,130.2,5,3,1235,1362,南疆,武独秀 / 承了武独秀,人中年模样，相貌普通，体格强健，眼眉细长，给他整个人增添了一分阴鸠之气。武独秀开口：“唤你来，是想告诉你一件事。你有一个同母异父的弟弟，那是我在东海所
熊姜,confirmed,129.98,4,3,129,143,南疆,熊姜,，你还不是我的对手。”“哼，想要青茅山第一力士的名头，做梦去吧。”一旁，熊姜冷哼着。赤山脸色铁青，他知道这是对方故意约战，行为举动充满了政治意图。此
古月赤城,confirmed,129.82,6,5,12,90,南疆,古月赤城,族后辈的资质是越来越弱了。”族长深深的叹息着。就在这时，学堂家老喊道：“古月赤城。”听到这个名字，家老们纷纷看向古月赤练，这是古月赤练的孙子。古月赤城身
古月漠北,confirmed,128.56,8,4,12,89,南疆,古月漠北,就是老成持重的古月族长，也微微蹙眉。就在这时，学堂家老喊出第三个名字：“古月漠北。”“在！”一个身穿麻布衣衫的马脸少年，轻喝一声，越众而出。他身材高大，
夏飞快,confirmed,128.56,8,4,1328,1332,南疆,夏飞快 / 夏飞快的仙,乎泛出残影，语速极快，将整个历史缘由说了一通。方源喝了一口茶，嗯了一声。夏飞快：“这下仙友知道实情了吧？”方源这时放下手中的杯盏，从座位上站起身来，对
